LEAD FA,CODE,ARTWORK BATCH,ARTWORKED,APPROVED,SENT TO PRODUCTION ,PRODUCED,COMMENT,PICTO 1,PICTO 2,PICTO 3,SIGN TEXT,GOLDOC PRODUCT ALLOCATED,MATERIAL,WIDTH (in m),HEIGHT(in m) ,FIXING, Comments,BEL ,BLB,CCV,CAP,CSL,STA,CSW,CSB,COL,CSC,CUR ,GAC,GCE,GHC,NER ,OXN,OXB,OXS,OXT,QSV,ROB ,SBP,TEN ,AYC,BND,GTC,GUS - P,GUS-T,CBS,MHB,OBD,PSO,RIS,RBS,SHC - 1 GY,SHC 2 -WR,TSS - B,TSS - R,TVS,UAC,IBC,MPC,BNE,CNS,OOL,TSV,RVC,RVT,CGV (TVT),CGV (TFT),CGV (TBS),CFH,CMH,CTO,GFH,TMH,TTO,MTM,VSP,GHQ,FDC,FDN,BDB,BDR,TOTAL
ACR,ACR-077,Bespoke,Steph 09/08 ,Aude 21/09,,,Delivery to UAC,,,,"CAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDMCAP
CDM",BSP.V-ACR,Vinyl,0.12,0.06,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
ACR,ACR-078,Bespoke,Steph 09/08 ,Aude 21/09,,,Delivery to UAC,,,,"OXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDMOXN
CDM",BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
ACR,ACR-079,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,TRV,BSP.V-ACR,Vinyl,0.12,0.06,,,6,4,5,21,,,,,8,6,6,7,5,7,3,15,,,,6,10,8,6,2,1,1,2,2,1,2,,3,1,4,2,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,148
ACR,ACR-080,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,VSA,BSP.V-ACR,Vinyl,0.12,0.06,,,5,3,2,2,,,,,2,3,2,5,3,4,0,4,,,,3,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,51
ACR,ACR-081,Bespoke,Steph 09/08 ,Aude 21/09,,,Delivery to UAC,,,,,BSP.V-ACR,Vinyl,0.12,0.06,,,37,20,31,93,,,,,22,25,23,30,32,25,26,80,,,,35,40,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568
ACR,ACR-082,Bespoke,Steph 09/08 ,Aude 21/09,,,Delivery to UAC,,,,,BSP.V-ACR,Vinyl,0.12,0.06,,,16,12,17,57,,,,,10,16,9,20,22,15,15,50,,,,25,25,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340
ACR,ACR-083,Bespoke,Steph 09/08 ,Aude 21/09,,,Delivery to UAC,,,,,BSP.V-ACR,Vinyl,0.12,0.06,,,7,5,9,40,,,,,5,5,0,13,12,4,10,37,,,,7,11,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177
ACR,ACR-084,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,1,BSP.V-ACR,Vinyl,0.12,0.06,,,14,5,4,21,,,,,5,6,4,7,4,6,6,5,,,,5,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
ACR,ACR-085,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,2,BSP.V-ACR,Vinyl,0.12,0.06,,,8,7,6,25,,,,,5,9,5,8,8,5,4,9,,,,5,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122
ACR,ACR-086,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,3,BSP.V-ACR,Vinyl,0.12,0.06,,,12,5,10,35,,,,,9,6,7,11,8,6,6,12,,,,9,14,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165
ACR,ACR-087,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,R,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,15,,,,,,,,,,,,,,,,23
ACR - CANCELLED,ACR-088,CANCELLED,CANCELLED,CANCELLED,,,,,,,R- If Accompanied,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ACR,ACR-089,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,G,BSP.V-ACR,Vinyl,0.12,0.06,,,3,3,2,17,,,,,3,6,3,6,4,5,2,11,,,,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
ACR,ACR-090,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,B,BSP.V-ACR,Vinyl,0.12,0.06,,,4,3,2,17,,,,,3,4,3,3,4,2,3,10,,,,8,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
ACR,ACR-091,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,A,BSP.V-ACR,Vinyl,0.12,0.06,,,4,5,3,14,,,,,4,6,0,4,3,3,0,10,,,,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
ACR,ACR-092,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,E,BSP.V-ACR,Vinyl,0.12,0.06,,,8,2,4,18,,,,,3,4,3,5,5,4,2,21,,,,12,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
ACR,ACR-093,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,E,BSP.V-ACR,Vinyl,0.12,0.06,,,6,3,4,8,,,,,3,3,4,4,3,3,4,10,,,,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
ACR,ACR-094,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CGV,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,15,,,,,,,,,,,,,,,,23
ACR,ACR-095,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,RVC,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4
ACR,ACR-096,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,RVT,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4
ACR,ACR-097,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
ACR,ACR-098,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,ZOC,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
ACR,ACR-099,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,ZCC,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
ACR,ACR-100,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,IBC,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
ACR,ACR-101,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,MPC,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
ACR- CANCELLED,ACR-132,Bespoke,Steph 26/09,MH 4/10,,,,,,,B,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ACR,ACR-102,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,CER Sticker 1,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
ACR,ACR-124,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Sticker 2,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
ACR,ACR-125,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Sticker 3,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
ACR,ACR-103,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,CER Sticker  (STA) 1,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
ACR,ACR-126,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Sticker  (STA) 2,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
ACR,ACR-127,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Sticker  (STA) 3,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
ACR,ACR-104,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Wristband 1,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
ACR,ACR-128,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Wristband 2,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
ACR,ACR-129,Bespoke,Steph 11/08,Aude 21/09,,,Delivery to UAC,,,,CER Wristband 3,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
ACR,ACR-105,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,CER Transition Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
ACR,ACR-106,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,Anti-Doping Control Station Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,3,3,,4,,,,,3,3,3,2,3,4,3,5,,,,2,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,52
ACR,ACR-107,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,Main Press Centre Guest Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,0,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
ACR,ACR-108,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,Press Mixed Zone Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,5,3,4,10,,,,,3,3,4,5,3,3,3,10,,,,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
ACR,ACR-130,Bespoke,Steph 26/09,MH 4/10,,,Delivery to UAC,,,,IBC Guest Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,16
ACR -CANCELLED,ACR-109,Bespoke,,,,,,,,,Armband - RHB,BSP.V-ACR,Vinyl,0.12,0.06,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
ACR,ACR-110,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Armband - ENG,BSP.V-ACR,Vinyl,0.12,0.06,,,7,2,2,11,,,,,4,3,4,2,5,2,0,10,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
ACR - CANCELLED,ACR-111,Bespoke,,,,,,,,,Armband - BRD MZ,BSP.V-ACR,Vinyl,0.12,0.06,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ACR,ACR-112,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Armband - Press Attaché ,BSP.V-ACR,Vinyl,0.12,0.06,,,6,3,3,10,,,,,3,3,4,5,3,3,4,10,,,,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
ACR ,ACR-113,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Bib - HB,BSP.V-ACR,Vinyl,0.12,0.06,,,9,5,5,12,,,,,6,4,7,6,5,5,4,8,,,,3,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
ACR,ACR-114,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Bib - RT,BSP.V-ACR,Vinyl,0.12,0.06,,,9,5,5,12,,,,,6,4,7,7,5,5,4,8,,,,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
ACR,ACR-115,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Bib - Photo Technician ,BSP.V-ACR,Vinyl,0.12,0.06,,,11,5,4,14,,,,,6,5,7,8,4,7,4,8,,,,5,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
ACR,ACR-116,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Bib - Photo Staff ,BSP.V-ACR,Vinyl,0.12,0.06,,,11,5,4,14,,,,,6,5,7,12,4,6,4,8,,,,5,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
ACR,ACR-117,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Bib - Games New Service,BSP.V-ACR,Vinyl,0.12,0.06,,,9,4,5,13,,,,,4,5,5,6,5,5,4,13,,,,5,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
ACR,ACR-118,Bespoke,,Awaiting new design,,,Delivery to UAC,,,,Vest - Photographer,BSP.V-ACR,Vinyl,0.12,0.06,,,13,5,4,14,,,,,6,5,7,8,4,7,4,8,,,,5,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
ACR,ACR-119,Bespoke,,Awaiting new design,,,Delivery to UAC,,,,Vest - Pool Photographer,BSP.V-ACR,Vinyl,0.12,0.06,,,13,5,4,14,,,,,6,5,7,8,4,6,4,8,,,,5,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
ACR,ACR-120,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,+ Ticket,BSP.V-ACR-B,Vinyl,0.1383,0.06,,,,0,,114,,,,,6,8,,13,4,,,,,,,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156
ACR,ACR-121,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,Sponsor Hospitality Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,0,0,0,14,,,,,0,5,0,5,0,0,0,0,,,,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
ACR,ACR-131,Bespoke,Steph 26/09,MH 29/9,,,Delivery to UAC,,,,Corporate Hospitality Ticket,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,14,,,,,,10,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
ACR,ACR-123,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,Training Venue Guest Pass,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,,3,1,4,2,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,25
ACR,ACR-122,Bespoke,Steph 10/08,Aude 21/09,,,Delivery to UAC,,,,,BSP.V-ACR,Vinyl,0.12,0.06,,,5,5,10,50,,,,,5,10,10,20,20,5,5,10,,,,5,5,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,190
ACR ,ACR-133,Bespoke,Steph 14/11,MH 15/11,,,Delivery to UAC,,,,Village Guest Pass Press,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
ACR ,ACR-134,Bespoke,Stephb 14/11,MH 15/11,,,Delivery to UAC,,,,Village Guest Pass Broadcast,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2
ACR ,ACR-135,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C1,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,35
ACR ,ACR-136,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C2,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,25
ACR ,ACR-137,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C3,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,35
ACR ,ACR-138,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C4,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,35
ACR ,ACR-139,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C5,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,9
ACR ,ACR-140,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C6,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,9
ACR ,ACR-141,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C7,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,30
ACR ,ACR-142,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C8,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,25
ACR ,ACR-143,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C10,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,23
ACR ,ACR-144,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C11,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,23
ACR ,ACR-145,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C12,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,23
ACR ,ACR-146,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C13,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,23
ACR ,ACR-147,JM,JM,,,,Delivery to UAC,,,,Ceremonies -  C14,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,25
ACR ,ACR-148,JM,JM,,,,Delivery to UAC,,,,Ceremonies - C20,BSP.V-ACR,Vinyl,0.12,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,23
,,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
AAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAD,AAD-001,1,Steph 25/07,Aude 15/8,,,,,,,Arrivals & Departures Information Desk,PA-DK,Corflute,0.297,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,1
AAD,AAD-002,Bespoke,Steph 28/09,MH 29/9,,,,<GOLDOC>,,,,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,12
,,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD,BRD-001,1,Stu 1/8,Aude 15/8,,,,,,,Broadcast Compound,FA-S,Corflute,0.9,0.30,,,4,1,1,4,,,,,2,2,2,3,2,2,2,,,,,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
